GENE OR COMPLEX	ENZYME LOCATION	REACTION	SUBSTRATES	PRODUCTS	FWD_RATE	RVS_RATE
EG10983-MONOMER	cytosol	GLYCEROL-2-PHOSPHATASE-RXN	WATER,CPD-536	Pi,GLYCEROL	1.0	0.0
EG10985-MONOMER	periplasmic space	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
EG11003-MONOMER	cytosol	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
EG11014-MONOMER	cytosol	5.99.1.2-RXN	Negatively-super-coiled-DNAs	Relaxed-DNAs	1.0	0.0
EG11073-MONOMER	cytosol	RXN-20410	DNA-containing-abasic-Sites,WATER	a-5-deoxyribose-5-phosphate-DNA,3-Hydroxy-Terminated-DNAs,PROTON	1.0	0.0
EG11073-MONOMER	cytosol	RXN-20426	3-Prime-Phosphate-Terminated-DNAs,WATER	3-Hydroxy-Terminated-DNAs,Pi	1.0	0.0
EG11080-MONOMER	cytosol	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
EG11082-MONOMER	cytosol	URIDINE-NUCLEOSIDASE-RXN	URIDINE,WATER	D-Ribofuranose,URACIL	1.0	0.0
EG11082-MONOMER	cytosol	RXN0-361	CYTIDINE,WATER	D-Ribofuranose,CYTOSINE	1.0	0.0
EG11131-MONOMER	cytosol	RXN0-5509	mRNAs,WATER	mRNA-Fragments	1.0	0.0
EG11189-MONOMER	inner membrane	RXN0-5118	KDO2-LIPID-A,ADP-L-GLYCERO-D-MANNO-HEPTOSE	CPD0-929,ADP,PROTON	1.0	0.0
EG11189-MONOMER	inner membrane	RXN0-5057	KDO2-LIPID-IVA,ADP-L-GLYCERO-D-MANNO-HEPTOSE	PROTON,HEPTOSYL-KDO2-LIPID-IVA,ADP	1.0	0.0
EG11195-MONOMER	cytosol	SUGAR-PHOSPHATASE-RXN	WATER,Sugar-Phosphate	Sugar,Pi	1.0	0.0
EG11202-MONOMER	cytosol	RXN0-5187	FMN,WATER	RIBOFLAVIN,Pi	1.0	0.0
EG11207-MONOMER	cytosol	RXN0-7160	Protein-L-lysine,ACETYL-COA	CPD3O-0,CO-A,PROTON	1.0	0.0
EG11237-MONOMER	periplasmic space	3.2.1.14-RXN	CHITIN,WATER	Chitodextrins	1.0	0.0
EG11239-MONOMER	cytosol	3.1.3.74-RXN	PYRIDOXAL_PHOSPHATE,WATER	PYRIDOXAL,Pi	1.0	0.0
EG11239-MONOMER	cytosol	F16BDEPHOS-RXN	FRUCTOSE-16-DIPHOSPHATE,WATER	FRUCTOSE-6P,Pi	1.0	0.0
EG11253-MONOMER	inner membrane	RXN-16660	CPD-17926,CPD-17931	CPD-17947,D-ALANINE	1.0	0.0
EG11253-MONOMER	inner membrane	RXN-16665	CPD-17926,GLY	CPD-17969,D-ALANINE	1.0	0.0
EG11253-MONOMER	inner membrane	RXN-16664	CPD-17926,WATER	CPD-17968,D-ALANINE	1.0	0.0
EG11257-MONOMER	inner membrane	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
EG11266-MONOMER	membrane	RXN-14361	UDP-GLUCURONATE,CPD0-934	CPD-15237,UDP,PROTON	1.0	0.0
EG11334-MONOMER	cytosol	DNA-LIGASE-NAD+-RXN	3-Hydroxy-Terminated-DNAs,5-Phospho-terminated-DNAs,NAD	DNA-N,AMP,NICOTINAMIDE_NUCLEOTIDE,PROTON	1.0	0.0
EG11350-MONOMER	inner membrane	RXN0-5129	Lipopolysaccharides,DTDP-RHAMNOSE	CPD0-944,TDP	1.0	0.0
EG11357-MONOMER	cytosol	RXN0-4261	Supercoiled-Duplex-DNAs,ATP,WATER	ADP,Pi,Single-Stranded-DNAs	1.0	0.0
EG11373-MONOMER	periplasmic space	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
EG11373-MONOMER	outer membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
EG11383-MONOMER	cytosol	RXN0-7173	CPD-8887,WATER	GLYCOLLATE,PROTON	1.0	0.0
EG11423-MONOMER	membrane	RXN0-5127	CPD0-938,ADP-L-GLYCERO-D-MANNO-HEPTOSE	CPD-21359,ADP,PROTON	1.0	0.0
EG11426-MONOMER	inner membrane	RXN-11326	KDO2-LIPID-IVA,CMP-KDO	CPD-12284,CMP,PROTON	1.0	0.0
EG11433-MONOMER	cytosol	1.8.4.13-RXN	MET,Ox-Thioredoxin,WATER	CPD-8989,Red-Thioredoxin	0.0	1.0
EG11436-MONOMER	cytosol	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	NADP,Alcohols	Aldehydes,NADPH,PROTON	0.0	1.0
EG11445-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG11470-MONOMER	cytosol	3.1.3.74-RXN	PYRIDOXAL_PHOSPHATE,WATER	PYRIDOXAL,Pi	1.0	0.0
EG11470-MONOMER	cytosol	SUGAR-PHOSPHATASE-RXN	WATER,Sugar-Phosphate	Sugar,Pi	1.0	0.0
EG11481-MONOMER	cytosol	RXN0-4223	RNA-Holder,WATER	Nucleoside-Monophosphates	1.0	0.0
EG11481-MONOMER	cytosol	3.1.11.1-RXN	DNA-N,WATER	DNA-N,Deoxy-Ribonucleoside-Monophosphates	1.0	0.0
EG11494-MONOMER	inner membrane	RXN-17393	CPD-18807	CPD-18808,CPD-17986	1.0	0.0
EG11498-MONOMER	cytosol	2.1.1.72-RXN	S-ADENOSYLMETHIONINE,DNA-Adenines	ADENOSYL-HOMO-CYS,DNA-Containing-N6-Methyladenine,PROTON	1.0	0.0
EG11600-MONOMER	cytosol	THIOSULFATE-SULFURTRANSFERASE-RXN	S2O3,HCN	HSCN,SO3,PROTON	1.0	0.0
EG11603-MONOMER	cytosol	TRIPHOSPHATASE-RXN	WATER,P3I	Pi,PPI	1.0	0.0
EG11620-MONOMER	cytosol	RXN0-6479	CPD0-2351,WATER	CPD0-2352,Nucleoside-Monophosphates	1.0	0.0
EG11725-MONOMER	cytosol	RXN0-5185	CPD-2961,WATER	GLUCONATE,Pi	1.0	0.0
EG11817-MONOMER	cytosol	5-NUCLEOTID-RXN	Ribonucleoside-Monophosphates,WATER	Ribonucleosides,Pi	1.0	0.0
EG11817-MONOMER	cytosol	3-NUCLEOTID-RXN	3-Phosphomonucleotides,WATER	Ribonucleosides,Pi	1.0	0.0
EG11817-MONOMER	cytosol	RXN-14126	CPD-3706,WATER	ADENOSINE,Pi	1.0	0.0
EG11817-MONOMER	cytosol	RXN-14090	CPD-3711,WATER	CYTIDINE,Pi	1.0	0.0
EG11817-MONOMER	cytosol	RXN-14142	DGMP,WATER	DEOXYGUANOSINE,Pi	1.0	0.0
EG11900-MONOMER	unknown	RXN0-7100	Double-Stranded-DNAs,WATER	5-phosphooligonucleotides	1.0	0.0
EG11905-MONOMER	cytosol	RXN0-313	FRUCTOSE-6P	DIHYDROXYACETONE,GAP	1.0	1.0
EG11932-MONOMER	cytosol	RXN0-1281	tRNA-Dihydrouridines,NADP	tRNA-uridines,NADPH,PROTON	0.0	1.0
EG11938-MONOMER	inner membrane	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
EG11938-MONOMER	periplasmic space	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
EG11938-MONOMER	cytosol	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
EG12007-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
EG12015-MONOMER	periplasmic space	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
EG12022-MONOMER	cytosol	RXN0-1281	tRNA-Dihydrouridines,NADP	tRNA-uridines,NADPH,PROTON	0.0	1.0
EG12045-MONOMER	cytosol	ATPASE-RXN	ATP,WATER	PROTON,ADP,Pi	1.0	0.0
EG12069-MONOMER	inner membrane	MALATE-DEHYDROGENASE-ACCEPTOR-RXN	ETR-Quinones,MAL	ETR-Quinols,OXALACETIC_ACID	1.0	1.0
EG12104-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG12115-MONOMER	cytosol	5-NUCLEOTID-RXN	Ribonucleoside-Monophosphates,WATER	Ribonucleosides,Pi	1.0	0.0
EG12159-MONOMER	cytosol	RXN0-5199	GUANOSINE,Pi	RIBOSE-1P,GUANINE	1.0	1.0
EG12159-MONOMER	cytosol	THYM-PHOSPH-RXN	THYMIDINE,Pi	DEOXY-D-RIBOSE-1-PHOSPHATE,THYMINE	1.0	1.0
EG12159-MONOMER	cytosol	INOPHOSPHOR-RXN	INOSINE,Pi	RIBOSE-1P,HYPOXANTHINE	1.0	1.0
EG12159-MONOMER	cytosol	ADENPHOSPHOR-RXN	ADENOSINE,Pi	RIBOSE-1P,ADENINE	1.0	1.0
EG12244-MONOMER	periplasmic space	RXN-19020	Menaquinols,HYDROGEN-PEROXIDE	Menaquinones,WATER	1.0	0.0
EG12244-MONOMER	periplasmic space	RXN-19776	MENADIOL,HYDROGEN-PEROXIDE	CPD-3766,WATER	1.0	1.0
EG12244-MONOMER	periplasmic space	RXN-19775	HYDROQUINONE,HYDROGEN-PEROXIDE	P-BENZOQUINONE,WATER	1.0	1.0
EG12252-MONOMER	cytosol	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
EG12270-MONOMER	cytosol	RXN0-7160	Protein-L-lysine,ACETYL-COA	CPD3O-0,CO-A,PROTON	1.0	0.0
EG12285-MONOMER	cytosol	RXN0-705	PROTON,CPD-2343	L-XYLULOSE-5-P,CARBON-DIOXIDE	1.0	0.0
EG12318-MONOMER	periplasmic space	RXN0-1483	FE+2,PROTON,OXYGEN-MOLECULE	FE+3,WATER	1.0	0.0
EG12352-MONOMER	cytosol	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
EG12354-MONOMER	cytosol	AMINOCYL-TRNA-HYDROLASE-RXN	WATER,N-Substituted-Aminoacyl-tRNA	tRNAs,N-Substituted-Amino-Acids,PROTON	1.0	0.0
EG12357-MONOMER	inner membrane	ACYLCOASYN-RXN	CPD66-39,CO-A,ATP	Saturated-Fatty-Acyl-CoA,PPI,AMP	1.0	0.0
EG12357-MONOMER	cytosol	ACYLCOASYN-RXN	CPD66-39,CO-A,ATP	Saturated-Fatty-Acyl-CoA,PPI,AMP	1.0	0.0
EG12357-MONOMER	inner membrane	TRANS-RXN0-623	CPD66-39,ATP,CO-A,PROTON	Saturated-Fatty-Acyl-CoA,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	cytosol	TRANS-RXN0-623	CPD66-39,ATP,CO-A,PROTON	Saturated-Fatty-Acyl-CoA,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	inner membrane	RXN0-7238	CPD-9247,ATP,CO-A,PROTON	CPD-18346,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	cytosol	RXN0-7238	CPD-9247,ATP,CO-A,PROTON	CPD-18346,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	inner membrane	RXN0-7239	OLEATE-CPD,ATP,CO-A,PROTON	OLEOYL-COA,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	cytosol	RXN0-7239	OLEATE-CPD,ATP,CO-A,PROTON	OLEOYL-COA,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	inner membrane	RXN0-7248	CPD-9245,ATP,CO-A,PROTON	CPD-10269,AMP,PPI,PROTON	1.0	0.0
EG12357-MONOMER	cytosol	RXN0-7248	CPD-9245,ATP,CO-A,PROTON	CPD-10269,AMP,PPI,PROTON	1.0	0.0
EG12387-MONOMER	cytosol	RXN0-7319	CPD-381,ETR-Quinones	2-KETOGLUTARATE,ETR-Quinols	1.0	0.0
EG12394-MONOMER	cytosol	1.8.4.14-RXN	MET,Ox-Thioredoxin,WATER	CPD-8990,Red-Thioredoxin	0.0	1.0
EG12432-MONOMER	cytosol	ACETOACETYL-COA-TRANSFER-RXN	3-KETOBUTYRATE,ACETYL-COA	ACETOACETYL-COA,ACET	1.0	1.0
EG12436-MONOMER	inner membrane	RXN0-3201	Lipoprotein-signal-peptide,WATER	Peptides-holder	1.0	0.0
EG12440-MONOMER	extracellular space	RXN0-7022	UDP-N-ACETYLMURAMATE,CPD0-1082,ATP	UDP-MURNAC-TETRAPEPTIDE,ADP,Pi,PROTON	1.0	0.0
EG12440-MONOMER	extracellular space	RXN0-2361	UDP-N-ACETYLMURAMATE,L-ALA-GAMMA-D-GLU-DAP,ATP	PROTON,UDP-AAGM-DIAMINOHEPTANEDIOATE,ADP,Pi	1.0	0.0
EG12658-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
EG12666-MONOMER	cytosol	LIPIDXSYNTHESIS-RXN	WATER,OH-MYRISTOYL	PROTON,BISOHMYR-GLUCOSAMINYL-1P,UMP	1.0	0.0
EG12867-MONOMER	periplasmic space	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
EG12867-MONOMER	inner membrane	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
EG12867-MONOMER	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
EG12867-MONOMER	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
EG12880-MONOMER	inner membrane	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
ENOLASE-CPLX	extracellular space	2PGADEHYDRAT-RXN	2-PG	PHOSPHO-ENOL-PYRUVATE,WATER	1.0	1.0
ENOLASE-CPLX	cytoskeleton	2PGADEHYDRAT-RXN	2-PG	PHOSPHO-ENOL-PYRUVATE,WATER	1.0	1.0
ENTB-CPLX	inner membrane	ISOCHORMAT-RXN	WATER,ISOCHORISMATE	PYRUVATE,DIHYDRO-DIOH-BENZOATE	1.0	0.0
ENTD-MONOMER	inner membrane	RXN-15889	Apo-EntF,CO-A	Holo-EntF,3-5-ADP,PROTON	1.0	0.0
ENTD-MONOMER	inner membrane	ENTDB-RXN	Apo-EntB,CO-A	Holo-EntB,3-5-ADP,PROTON	1.0	0.0
ENTE-CPLX	membrane	RXN-19445	2-3-DIHYDROXYBENZOATE,Holo-EntB,ATP	23DHB-EntB,AMP,PPI	1.0	0.0
ENTE-CPLX	membrane	RXN0-5208	PROTON,ATP	ADENOSYL-P4,PPI	1.0	0.0
ENTMULTI-CPLX	inner membrane	ENTMULTI-RXN	ATP,SER,2-3-DIHYDROXYBENZOATE	PROTON,PPI,AMP,ENTEROBACTIN	1.0	0.0
ENTMULTI-CPLX	cytosol	ENTMULTI-RXN	ATP,SER,2-3-DIHYDROXYBENZOATE	PROTON,PPI,AMP,ENTEROBACTIN	1.0	0.0
ENTMULTI-CPLX	inner membrane	ENTMULTI-RXN	ATP,SER,2-3-DIHYDROXYBENZOATE	PROTON,PPI,AMP,ENTEROBACTIN	1.0	0.0
ENTMULTI-CPLX	unknown	ENTMULTI-RXN	ATP,SER,2-3-DIHYDROXYBENZOATE	PROTON,PPI,AMP,ENTEROBACTIN	1.0	0.0
ENTMULTI-CPLX	cytosol	ENTMULTI-RXN	ATP,SER,2-3-DIHYDROXYBENZOATE	PROTON,PPI,AMP,ENTEROBACTIN	1.0	0.0
ENTMULTI-CPLX	membrane	ENTMULTI-RXN	ATP,SER,2-3-DIHYDROXYBENZOATE	PROTON,PPI,AMP,ENTEROBACTIN	1.0	0.0
ENVZ-CPLX	periplasmic space	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
ENVZ-CPLX	cytosol	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
ENVZ-CPLX	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
ENVZ-CPLX	cytosol	RXN0-7348	PHOSPHO-OMPR,WATER	OMPR-MONOMER,Pi,PROTON	1.0	0.0
ENVZ-CPLX	inner membrane	RXN0-7348	PHOSPHO-OMPR,WATER	OMPR-MONOMER,Pi,PROTON	1.0	0.0
ETHAMLY-CPLX	cytosol	ETHAMLY-RXN	ETHANOL-AMINE	AMMONIUM,ACETALD	1.0	0.0
F16B-CPLX	cytosol	F16BDEPHOS-RXN	FRUCTOSE-16-DIPHOSPHATE,WATER	FRUCTOSE-6P,Pi	1.0	0.0
FABB-CPLX	cytosol	3-OXOACYL-ACP-SYNTH-BASE-RXN	MALONYL-ACP,ACETYL-ACP,PROTON	ACP,Acetoacetyl-ACPs,CARBON-DIOXIDE	1.0	0.0
FABB-CPLX	cytosol	3-OXOACYL-ACP-SYNTH-RXN	MALONYL-ACP,Saturated-Fatty-Acyl-ACPs,PROTON	ACP,B-KETOACYL-ACP,CARBON-DIOXIDE	1.0	0.0
FABZ-CPLX	cytosol	RXN-9655	Beta-hydroxydecanoyl-ACPs	Trans-D2-decenoyl-ACPs,WATER	1.0	0.0
FABZ-CPLX	cytosol	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	OH-ACYL-ACP	TRANS-D2-ENOYL-ACP,WATER	1.0	0.0
FHLMULTI-CPLX	periplasmic space	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	cytosol	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	cytosol	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	cytosol	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	cytosol	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	inner membrane	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	cytosol	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	inner membrane	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FHLMULTI-CPLX	inner membrane	FHLMULTI-RXN	PROTON,FORMATE	CARBON-DIOXIDE,HYDROGEN-MOLECULE	1.0	0.0
FMNREDUCT-MONOMER	cytosol	NADPH-DEHYDROGENASE-FLAVIN-RXN	CPD-316,NADP	PROTON,RIBOFLAVIN,NADPH	0.0	1.0
FORMATEDEHYDROGH-MONOMER	periplasmic space	RXN0-3281	FORMATE,Oxidized-hydrogenase-3	CARBON-DIOXIDE,Reduced-hydrogenase-3	1.0	0.0
FORMATEDEHYDROGH-MONOMER	cytosol	RXN0-3281	FORMATE,Oxidized-hydrogenase-3	CARBON-DIOXIDE,Reduced-hydrogenase-3	1.0	0.0
FORMATEDEHYDROGO-CPLX	inner membrane	FORMATEDEHYDROG-RXN	FORMATE,PROTON,Menaquinones	PROTON,CARBON-DIOXIDE,Menaquinols	1.0	0.0
FORMHYDROG2-CPLX	inner membrane	RXN0-5256	Menaquinones,PROTON,HYDROGEN-MOLECULE	Menaquinols,PROTON	1.0	1.0
FRUCBISALD-CLASSII	inner membrane	F16ALDOLASE-RXN	FRUCTOSE-16-DIPHOSPHATE	DIHYDROXY-ACETONE-PHOSPHATE,GAP	1.0	1.0
FRUCBISALD-CLASSII	cytosol	F16ALDOLASE-RXN	FRUCTOSE-16-DIPHOSPHATE	DIHYDROXY-ACETONE-PHOSPHATE,GAP	1.0	1.0
FRUCBISALD-CLASSII	inner membrane	SEDOBISALDOL-RXN	D-SEDOHEPTULOSE-1-7-P2	DIHYDROXY-ACETONE-PHOSPHATE,ERYTHROSE-4P	1.0	1.0
FRUCBISALD-CLASSII	cytosol	SEDOBISALDOL-RXN	D-SEDOHEPTULOSE-1-7-P2	DIHYDROXY-ACETONE-PHOSPHATE,ERYTHROSE-4P	1.0	1.0
FRUCBISALD-CLASSI	cytosol	F16ALDOLASE-RXN	FRUCTOSE-16-DIPHOSPHATE	DIHYDROXY-ACETONE-PHOSPHATE,GAP	1.0	1.0
FUMARASE-A	unknown	FUMHYDR-RXN	MAL	FUM,WATER	1.0	1.0
FUMARASE-B	unknown	FUMHYDR-RXN	MAL	FUM,WATER	1.0	1.0
FUMARASE-C	cytosol	FUMHYDR-RXN	MAL	FUM,WATER	1.0	1.0
G495-MONOMER	cytosol	RXN0-5295	CPD-1162,WATER	GLC-6-P,HYDROQUINONE	1.0	0.0
G6109-MONOMER	unknown	RXN0-5509	mRNAs,WATER	mRNA-Fragments	1.0	0.0
G6115-MONOMER	cytosol	DNA-DIRECTED-DNA-POLYMERASE-RXN	Deoxy-Ribonucleoside-Triphosphates,DNA-N	PPI,DNA-N	1.0	0.0
G6117-MONOMER	cytosol	RXN0-5509	mRNAs,WATER	mRNA-Fragments	1.0	0.0
G6190-MONOMER	unknown	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	NADP,Alcohols	Aldehydes,NADPH,PROTON	0.0	1.0
G6190-MONOMER	unknown	RXN0-7119	ISOBUTANOL,NADP	CPD-7000,NADPH,PROTON	0.0	1.0
G6200-MONOMER	cytosol	PROPIONATE--COA-LIGASE-RXN	CO-A,PROPIONATE,ATP	PROPIONYL-COA,PPI,AMP	1.0	0.0
G6208-MONOMER	cytosol	S-FORMYLGLUTATHIONE-HYDROLASE-RXN	CPD-548,WATER	PROTON,FORMATE,GLUTATHIONE	1.0	0.0
G6246-MONOMER	cytosol	3.1.3.74-RXN	PYRIDOXAL_PHOSPHATE,WATER	PYRIDOXAL,Pi	1.0	0.0
G6269-MONOMER	unknown	ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	NADP,Alcohols	Aldehydes,NADPH,PROTON	0.0	1.0
G6269-MONOMER	unknown	RXN0-7119	ISOBUTANOL,NADP	CPD-7000,NADPH,PROTON	0.0	1.0
G6345-MONOMER	periplasmic space	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
G6345-MONOMER	cytosol	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
G6345-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
G6406-MONOMER	cytosol	CARDIOLIPSYN-RXN	L-1-PHOSPHATIDYL-GLYCEROL	CARDIOLIPIN,GLYCEROL	1.0	0.0
G6406-MONOMER	inner membrane	CARDIOLIPSYN-RXN	L-1-PHOSPHATIDYL-GLYCEROL	CARDIOLIPIN,GLYCEROL	1.0	0.0
G6406-MONOMER	inner membrane	RXN0-7272	L-1-PHOSPHATIDYL-ETHANOLAMINE,GLYCEROL	L-1-PHOSPHATIDYL-GLYCEROL,ETHANOL-AMINE	1.0	0.0
G6425-MONOMER	cytosol	SUGAR-PHOSPHATASE-RXN	WATER,Sugar-Phosphate	Sugar,Pi	1.0	0.0
G6437-MONOMER	periplasmic space	RXN0-6371	Aldoses,Acceptor,WATER	Aldonic-Acids,Donor-H2,PROTON	1.0	0.0
G6439-MONOMER	inner membrane	UNDECAPRENYL-DIPHOSPHATASE-RXN	UNDECAPRENYL-DIPHOSPHATE,WATER	PROTON,CPD-9646,Pi	1.0	0.0
G6442-MONOMER	cytosol	RIBOPHOSPHAT-RXN	CPD-1086,WATER	AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE,Pi	1.0	0.0
G6442-MONOMER	cytosol	RXN0-5187	FMN,WATER	RIBOFLAVIN,Pi	1.0	0.0
G6452-MONOMER	outer membrane	RXN0-5225	CPD0-1080,WATER	CPD0-1081,CPD0-1082	1.0	0.0
G6474-MONOMER	periplasmic space	RXN0-5407	CPD0-1185,WATER,PROTON	CPD0-1184,CPD0-1183	1.0	0.0
G6475-MONOMER	cytosol	GLYOXII-RXN	S-LACTOYL-GLUTATHIONE,WATER	PROTON,GLUTATHIONE,D-LACTATE	1.0	0.0
G6519-MONOMER	unknown	RXN-8974	3-HYDROXY-PROPIONATE,NADP	MALONATE-S-ALD,NADPH,PROTON	0.0	1.0
G6522-MONOMER	cytosol	RXN0-6460	CPD0-2331,WATER	PROTON,CARBAMATE,CPD0-2339	1.0	0.0
G6532-MONOMER	inner membrane	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
G6539-MONOMER	inner membrane	GLYOXYLATE-REDUCTASE-NADP+-RXN	GLYCOLLATE,NADP	PROTON,NADPH,GLYOX	0.0	1.0
G6539-MONOMER	cytosol	GLYOXYLATE-REDUCTASE-NADP+-RXN	GLYCOLLATE,NADP	PROTON,NADPH,GLYOX	0.0	1.0
G6539-MONOMER	inner membrane	RXN0-300	GLYCERATE,NADP	PROTON,OH-PYR,NADPH	0.0	1.0
G6539-MONOMER	cytosol	RXN0-300	GLYCERATE,NADP	PROTON,OH-PYR,NADPH	0.0	1.0
G6571-MONOMER	periplasmic space	RXN0-5401	CPLX0-8279,CPD-17931	CPD0-1171,D-ALANINE	1.0	0.0
G6580-MONOMER	cytosol	RXN0-7309	CPD-4211,WATER	CPD-14332,Pi,PROTON	1.0	0.0
G6580-MONOMER	cytosol	RXN0-3543	AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP,WATER	PROTON,AMINO-HYDROXYMETHYL-METHYL-PYR-P,Pi	1.0	0.0
G6622-MONOMER	outer membrane	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
G6622-MONOMER	outer membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G6634-MONOMER	cytosol	RXN0-4223	RNA-Holder,WATER	Nucleoside-Monophosphates	1.0	0.0
G6639-MONOMER	unknown	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
G6725-MONOMER	cytosol	RXN0-5131	IS30-Insertion-Sequences	IS30-with-Integrated-Transposon	1.0	0.0
G6782-MONOMER	periplasmic space	3.4.13.22-RXN	D-ALA-D-ALA,WATER	D-ALANINE	1.0	0.0
G6862-MONOMER	cytosol	DIHYDROFOLATEREDUCT-RXN	THF-GLU-N,NADP	DIHYDROFOLATE-GLU-N,NADPH,PROTON	0.0	1.0
G6892-MONOMER	periplasmic space	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
G6903-MONOMER	cytosol	FUMHYDR-RXN	MAL	FUM,WATER	1.0	1.0
G6904-MONOMER	periplasmic space	RXN-16660	CPD-17926,CPD-17931	CPD-17947,D-ALANINE	1.0	0.0
G6932-MONOMER	cytosol	3.1.3.68-RXN	WATER,2-DEOXY-D-GLUCOSE-6-PHOSPHATE	2-DEOXY-D-GLUCOSE,Pi	1.0	0.0
G6967-MONOMER	cytosol	RXN0-4281	ACETOL,NADP	PROTON,METHYL-GLYOXAL,NADPH	0.0	1.0
G6969-MONOMER	cytosol	PROTEIN-KINASE-RXN	Protein-L-serine-or-L-threonine,ATP	Protein-Ser-or-Thr-phosphate,ADP,PROTON	1.0	0.0
G6980-MONOMER	unknown	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
